,SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
8026,AW3280,CDG - TLL,2024-12-02 06:20:00,2024-12-02 12:00:00,2024-11-25,-7,OPEN,2,186,190,K,153.0,118,11304.0,4369.14,0.62,118,SCHEDULED
2718,AW7640,CDG - OSL,2024-12-02 07:25:00,2024-12-02 09:05:00,2024-11-25,-7,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
2721,AW4631,VIE - CDG,2024-12-02 09:10:00,2024-12-02 11:20:00,2024-11-25,-7,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
2743,AW7641,OSL - CDG,2024-12-02 09:45:00,2024-12-02 13:20:00,2024-11-25,-8,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
10301,AW4634,CDG - VIE,2024-12-02 10:25:00,2024-12-02 12:35:00,2024-11-25,-7,OPEN,2,189,191,L,91.0,168,10729.0,5287.48,0.88,168,ACTIVATED
10074,AW7644,CDG - OSL,2024-12-02 11:35:00,2024-12-02 13:15:00,2024-11-25,-7,OPEN,2,189,193,V,109.0,165,9721.0,4376.65,0.85,165,ACTIVATED
2719,AW7646,CDG - OSL,2024-12-02 12:40:00,2024-12-02 14:20:00,2024-11-25,-7,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8697,AW3281,TLL - CDG,2024-12-02 12:55:00,2024-12-02 14:55:00,2024-11-25,-7,OPEN,2,186,191,K,157.0,138,12412.0,9238.0,0.72,138,SCHEDULED
8148,AW3288,CDG - TLL,2024-12-02 13:10:00,2024-12-02 18:50:00,2024-11-25,-7,OPEN,2,186,193,L,137.0,122,11972.59,4802.65,0.63,122,SCHEDULED
11272,AW4635,VIE - CDG,2024-12-02 13:20:00,2024-12-02 15:30:00,2024-11-25,-7,OPEN,2,189,191,K,99.0,177,13323.4,9995.8,0.93,177,ACTIVATED
10229,AW7645,OSL - CDG,2024-12-02 13:55:00,2024-12-02 17:30:00,2024-11-25,-8,OPEN,2,189,193,V,132.0,167,12231.22,8457.3,0.87,167,ACTIVATED
9738,AW4636,CDG - VIE,2024-12-02 14:45:00,2024-12-02 16:55:00,2024-11-25,-7,OPEN,2,189,189,X,80.0,160,9474.04,4291.64,0.85,160,ACTIVATED
2744,AW7647,OSL - CDG,2024-12-02 15:00:00,2024-12-02 18:35:00,2024-11-25,-8,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9527,AW7650,CDG - OSL,2024-12-02 15:35:00,2024-12-02 17:15:00,2024-11-25,-7,OPEN,2,189,192,V,109.0,156,9528.0,4475.16,0.81,156,ACTIVATED
9860,AW7648,CDG - OSL,2024-12-02 16:20:00,2024-12-02 18:00:00,2024-11-25,-7,OPEN,2,189,192,K,96.0,162,9114.0,3866.82,0.84,162,ACTIVATED
10075,AW4638,CDG - VIE,2024-12-02 17:25:00,2024-12-02 19:35:00,2024-11-25,-7,OPEN,2,189,189,X,80.0,165,11154.13,5809.78,0.87,165,ACTIVATED
10560,AW4637,VIE - CDG,2024-12-02 17:40:00,2024-12-02 19:50:00,2024-11-25,-7,OPEN,2,189,188,H,143.0,171,13521.0,10306.2,0.91,171,ACTIVATED
9925,AW7651,OSL - CDG,2024-12-02 17:55:00,2024-12-02 21:30:00,2024-11-25,-8,OPEN,2,189,192,V,132.0,163,10487.61,6802.18,0.85,163,ACTIVATED
10076,AW7649,OSL - CDG,2024-12-02 18:40:00,2024-12-02 22:15:00,2024-11-25,-8,OPEN,2,189,192,K,115.0,165,9409.0,5678.35,0.86,165,ACTIVATED
8085,AW3289,TLL - CDG,2024-12-02 19:45:00,2024-12-02 21:45:00,2024-11-25,-7,OPEN,2,186,194,K,157.0,120,12690.0,9930.0,0.62,120,SCHEDULED
9739,AW4639,VIE - CDG,2024-12-02 20:20:00,2024-12-02 22:30:00,2024-11-25,-7,OPEN,2,189,188,V,113.0,160,11118.0,8110.0,0.85,160,ACTIVATED
2745,AW3280,CDG - TLL,2024-12-03 07:15:00,2024-12-03 12:55:00,2024-11-25,-8,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7232,AW7640,CDG - OSL,2024-12-03 07:25:00,2024-12-03 09:05:00,2024-11-25,-8,OPEN,2,189,189,G,49.0,73,3609.0,1244.53,0.39,73,ACTIVATED
8882,AW7641,OSL - CDG,2024-12-03 09:45:00,2024-12-03 13:20:00,2024-11-25,-9,OPEN,2,189,187,X,85.0,143,7093.0,3863.67,0.76,143,ACTIVATED
9100,AW7644,CDG - OSL,2024-12-03 11:35:00,2024-12-03 13:15:00,2024-11-25,-8,OPEN,2,189,190,T,56.0,148,7327.0,2533.28,0.78,148,ACTIVATED
2748,AW4634,CDG - VIE,2024-12-03 11:55:00,2024-12-03 14:05:00,2024-11-25,-8,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
2747,AW7646,CDG - OSL,2024-12-03 13:00:00,2024-12-03 14:40:00,2024-11-25,-8,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9011,AW7645,OSL - CDG,2024-12-03 13:55:00,2024-12-03 17:30:00,2024-11-25,-9,OPEN,2,189,187,T,59.0,146,7266.61,3965.55,0.78,146,ACTIVATED
2746,AW3281,TLL - CDG,2024-12-03 13:55:00,2024-12-03 15:55:00,2024-11-25,-8,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8698,AW3288,CDG - TLL,2024-12-03 14:05:00,2024-12-03 19:45:00,2024-11-25,-8,OPEN,2,186,192,R,108.0,138,12561.51,4451.25,0.72,138,SCHEDULED
2749,AW4635,VIE - CDG,2024-12-03 14:50:00,2024-12-03 17:00:00,2024-11-25,-8,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
2760,AW7647,OSL - CDG,2024-12-03 15:20:00,2024-12-03 18:55:00,2024-11-25,-9,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7892,AW7648,CDG - OSL,2024-12-03 16:20:00,2024-12-03 18:00:00,2024-11-25,-8,OPEN,2,186,190,G,49.0,113,5401.0,1740.93,0.59,113,ACTIVATED
9456,AW4636,CDG - VIE,2024-12-03 17:25:00,2024-12-03 19:35:00,2024-11-25,-8,OPEN,2,189,192,T,59.0,155,8668.0,3647.55,0.81,155,ACTIVATED
8973,AW7649,OSL - CDG,2024-12-03 18:40:00,2024-12-03 22:15:00,2024-11-25,-9,OPEN,2,186,187,X,85.0,145,6559.61,3283.11,0.78,145,ACTIVATED
10469,AW4637,VIE - CDG,2024-12-03 20:20:00,2024-12-03 22:30:00,2024-11-25,-8,OPEN,2,189,193,K,99.0,170,11443.4,8247.4,0.88,170,ACTIVATED
7776,AW3289,TLL - CDG,2024-12-03 20:40:00,2024-12-03 22:40:00,2024-11-25,-8,OPEN,2,186,190,V,176.0,108,11586.0,9102.0,0.57,108,SCHEDULED
7826,AW4634,CDG - VIE,2024-12-04 07:00:00,2024-12-04 09:05:00,2024-11-25,-9,OPEN,2,189,192,N,45.0,110,5413.52,1850.62,0.57,110,ACTIVATED
8112,AW3280,CDG - TLL,2024-12-04 07:20:00,2024-12-04 13:00:00,2024-11-25,-9,OPEN,2,186,191,L,137.0,121,12269.82,5158.65,0.63,121,SCHEDULED
2761,AW7640,CDG - OSL,2024-12-04 07:25:00,2024-12-04 09:05:00,2024-11-25,-9,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
2763,AW4630,CDG - VIE,2024-12-04 08:15:00,2024-12-04 10:25:00,2024-11-25,-9,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7,AW7641,OSL - CDG,2024-12-04 09:45:00,2024-12-04 13:20:00,2024-11-25,-10,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
10147,AW4635,VIE - CDG,2024-12-04 09:50:00,2024-12-04 12:00:00,2024-11-25,-9,OPEN,2,189,191,Q,128.0,166,13896.0,10775.2,0.87,166,ACTIVATED
2764,AW4631,VIE - CDG,2024-12-04 11:10:00,2024-12-04 13:20:00,2024-11-25,-9,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8799,AW7644,CDG - OSL,2024-12-04 11:30:00,2024-12-04 13:10:00,2024-11-25,-9,OPEN,2,189,190,G,49.0,141,6251.39,1684.4,0.74,141,ACTIVATED
7650,AW3288,CDG - TLL,2024-12-04 12:30:00,2024-12-04 18:10:00,2024-11-25,-9,OPEN,2,189,192,X,123.0,102,9755.02,3760.48,0.53,102,SCHEDULED
2762,AW7646,CDG - OSL,2024-12-04 12:50:00,2024-12-04 14:30:00,2024-11-25,-9,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9045,AW7645,OSL - CDG,2024-12-04 13:50:00,2024-12-04 17:25:00,2024-11-25,-10,OPEN,2,189,188,L,99.0,147,7643.61,4319.94,0.78,147,ACTIVATED
9926,AW3281,TLL - CDG,2024-12-04 13:55:00,2024-12-04 15:55:00,2024-11-25,-9,OPEN,2,186,190,X,124.0,163,14132.0,10383.0,0.86,163,SCHEDULED
9101,AW4638,CDG - VIE,2024-12-04 13:55:00,2024-12-04 16:05:00,2024-11-25,-9,OPEN,2,189,192,N,45.0,148,7251.82,2458.1,0.77,148,ACTIVATED
8,AW7647,OSL - CDG,2024-12-04 15:10:00,2024-12-04 18:45:00,2024-11-25,-10,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8027,AW7648,CDG - OSL,2024-12-04 16:20:00,2024-12-04 18:00:00,2024-11-25,-9,OPEN,2,186,192,N,43.0,118,6005.0,2182.98,0.61,118,ACTIVATED
11128,AW4639,VIE - CDG,2024-12-04 16:50:00,2024-12-04 19:00:00,2024-11-25,-9,OPEN,2,189,191,J,284.0,176,16147.58,12838.78,0.92,176,ACTIVATED
9137,AW7649,OSL - CDG,2024-12-04 18:40:00,2024-12-04 22:15:00,2024-11-25,-10,OPEN,2,186,191,X,85.0,149,7376.0,4007.11,0.78,149,ACTIVATED
7378,AW3289,TLL - CDG,2024-12-04 19:05:00,2024-12-04 21:05:00,2024-11-25,-9,OPEN,2,189,190,X,124.0,85,9102.0,7147.0,0.45,85,SCHEDULED
12,AW4630,CDG - VIE,2024-12-05 06:05:00,2024-12-05 08:15:00,2024-11-25,-10,CANCELLED,2,186,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9,AW3280,CDG - TLL,2024-12-05 07:00:00,2024-12-05 12:40:00,2024-11-25,-10,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8336,AW7640,CDG - OSL,2024-12-05 07:25:00,2024-12-05 09:05:00,2024-11-25,-10,OPEN,2,186,188,R,64.0,128,7008.0,2862.08,0.68,128,ACTIVATED
13,AW4631,VIE - CDG,2024-12-05 09:00:00,2024-12-05 11:10:00,2024-11-25,-10,CANCELLED,2,186,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8824,AW7641,OSL - CDG,2024-12-05 09:45:00,2024-12-05 13:20:00,2024-11-25,-11,OPEN,2,186,189,R,72.0,142,7127.83,3921.11,0.75,142,ACTIVATED
9180,AW4634,CDG - VIE,2024-12-05 11:55:00,2024-12-05 14:05:00,2024-11-25,-10,OPEN,2,189,191,T,59.0,150,7745.78,2887.28,0.79,150,ACTIVATED
8960,AW7646,CDG - OSL,2024-12-05 12:20:00,2024-12-05 14:00:00,2024-11-25,-10,OPEN,2,189,191,K,96.0,145,7990.78,3294.23,0.76,145,ACTIVATED
10,AW3281,TLL - CDG,2024-12-05 13:35:00,2024-12-05 15:35:00,2024-11-25,-10,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7590,AW3288,CDG - TLL,2024-12-05 14:10:00,2024-12-05 19:50:00,2024-11-25,-10,OPEN,2,186,190,L,137.0,100,9644.33,3767.33,0.53,100,SCHEDULED
9047,AW7647,OSL - CDG,2024-12-05 14:35:00,2024-12-05 18:10:00,2024-11-25,-11,OPEN,2,189,192,X,85.0,147,6549.0,3215.55,0.77,147,ACTIVATED
10663,AW4635,VIE - CDG,2024-12-05 14:50:00,2024-12-05 17:00:00,2024-11-25,-10,OPEN,2,189,188,I,177.0,172,19284.8,16052.16,0.91,172,ACTIVATED
11,AW7656,CDG - OSL,2024-12-05 15:30:00,2024-12-05 17:10:00,2024-11-25,-10,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8761,AW7648,CDG - OSL,2024-12-05 16:25:00,2024-12-05 18:05:00,2024-11-25,-10,OPEN,2,189,188,L,84.0,140,8923.0,4388.4,0.74,140,ACTIVATED
9046,AW4638,CDG - VIE,2024-12-05 17:05:00,2024-12-05 19:15:00,2024-11-25,-10,OPEN,2,189,194,G,52.0,147,7876.65,3115.32,0.76,147,ACTIVATED
48,AW7657,OSL - CDG,2024-12-05 17:50:00,2024-12-05 21:25:00,2024-11-25,-11,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8725,AW7649,OSL - CDG,2024-12-05 18:40:00,2024-12-05 22:15:00,2024-11-25,-11,OPEN,2,189,189,R,72.0,139,6449.0,3306.21,0.74,139,ACTIVATED
13970,AW4639,VIE - CDG,2024-12-05 20:00:00,2024-12-05 22:10:00,2024-11-25,-10,OPEN,2,189,191,Y,339.0,188,27832.0,24297.6,0.98,188,ACTIVATED
7678,AW3289,TLL - CDG,2024-12-05 20:45:00,2024-12-05 22:45:00,2024-11-25,-10,OPEN,2,186,191,K,157.0,104,10693.0,8301.0,0.54,104,SCHEDULED
8794,AW4630,CDG - VIE,2024-12-06 06:05:00,2024-12-06 08:15:00,2024-11-25,-11,OPEN,2,189,195,N,45.0,141,7398.0,2831.01,0.72,141,ACTIVATED
9138,AW3280,CDG - TLL,2024-12-06 07:05:00,2024-12-06 12:45:00,2024-11-25,-11,OPEN,2,186,191,X,123.0,149,13388.05,4631.32,0.78,149,SCHEDULED
49,AW7640,CDG - OSL,2024-12-06 07:20:00,2024-12-06 09:00:00,2024-11-25,-11,CANCELLED,2,186,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
11124,AW4631,VIE - CDG,2024-12-06 09:00:00,2024-12-06 11:10:00,2024-11-25,-11,OPEN,2,189,191,B,216.0,176,21180.16,17871.36,0.92,176,ACTIVATED
102,AW7641,OSL - CDG,2024-12-06 09:40:00,2024-12-06 13:15:00,2024-11-25,-12,CANCELLED,2,186,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
51,AW4634,CDG - VIE,2024-12-06 11:20:00,2024-12-06 13:30:00,2024-11-25,-11,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9048,AW7644,CDG - OSL,2024-12-06 11:30:00,2024-12-06 13:10:00,2024-11-25,-11,OPEN,2,189,190,V,109.0,147,9589.56,4828.23,0.77,147,ACTIVATED
8200,AW3288,CDG - TLL,2024-12-06 12:20:00,2024-12-06 18:00:00,2024-11-25,-11,OPEN,2,189,194,X,123.0,124,10813.83,3526.35,0.64,124,SCHEDULED
8726,AW7650,CDG - OSL,2024-12-06 13:15:00,2024-12-06 14:55:00,2024-11-25,-11,OPEN,2,189,193,L,84.0,139,8269.0,3766.79,0.72,139,ACTIVATED
7409,AW3281,TLL - CDG,2024-12-06 13:40:00,2024-12-06 15:40:00,2024-11-25,-11,OPEN,2,186,189,X,124.0,88,8869.0,6845.0,0.47,88,SCHEDULED
9346,AW7645,OSL - CDG,2024-12-06 13:50:00,2024-12-06 17:25:00,2024-11-25,-12,OPEN,2,189,188,H,169.0,153,8521.0,5061.67,0.81,153,ACTIVATED
52,AW4635,VIE - CDG,2024-12-06 14:15:00,2024-12-06 16:25:00,2024-11-25,-11,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
46,AW4636,CDG - VIE,2024-12-06 14:45:00,2024-12-06 16:55:00,2024-11-25,-11,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9281,AW7651,OSL - CDG,2024-12-06 15:35:00,2024-12-06 19:10:00,2024-11-25,-12,OPEN,2,189,191,X,85.0,152,8179.0,4742.28,0.8,152,ACTIVATED
8920,AW7646,CDG - OSL,2024-12-06 16:10:00,2024-12-06 17:50:00,2024-11-25,-11,OPEN,2,189,192,X,74.0,144,9842.17,5178.01,0.75,144,ACTIVATED
50,AW7648,CDG - OSL,2024-12-06 16:20:00,2024-12-06 18:00:00,2024-11-25,-11,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
47,AW4637,VIE - CDG,2024-12-06 17:40:00,2024-12-06 19:50:00,2024-11-25,-11,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9345,AW4638,CDG - VIE,2024-12-06 17:45:00,2024-12-06 19:55:00,2024-11-25,-11,OPEN,2,189,194,G,52.0,153,10345.78,5390.11,0.79,153,ACTIVATED
9234,AW7647,OSL - CDG,2024-12-06 18:30:00,2024-12-06 22:05:00,2024-11-25,-12,OPEN,2,189,192,X,85.0,151,7344.0,3929.89,0.79,151,ACTIVATED
103,AW7649,OSL - CDG,2024-12-06 18:40:00,2024-12-06 22:15:00,2024-11-25,-12,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7313,AW3289,TLL - CDG,2024-12-06 18:55:00,2024-12-06 20:55:00,2024-11-25,-11,OPEN,2,189,192,K,157.0,80,8398.0,6558.0,0.42,80,SCHEDULED
9798,AW4639,VIE - CDG,2024-12-06 20:40:00,2024-12-06 22:50:00,2024-11-25,-11,OPEN,2,189,191,X,77.0,161,10633.0,7606.2,0.84,161,ACTIVATED
107,AW4630,CDG - VIE,2024-12-07 06:00:00,2024-12-07 08:10:00,2024-11-25,-12,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8136,AW4670,CDG - BUD,2024-12-07 06:20:00,2024-12-07 09:25:00,2024-11-25,-12,OPEN,2,186,168,T,53.0,122,6395.78,2444.2,0.73,122,SCHEDULED
106,AW7640,CDG - OSL,2024-12-07 07:35:00,2024-12-07 09:15:00,2024-11-25,-12,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
104,AW3282,CDG - TLL,2024-12-07 08:10:00,2024-12-07 13:50:00,2024-11-25,-12,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
108,AW4631,VIE - CDG,2024-12-07 08:55:00,2024-12-07 11:05:00,2024-11-25,-12,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9235,AW4634,CDG - VIE,2024-12-07 09:35:00,2024-12-07 11:45:00,2024-11-25,-12,OPEN,2,189,193,L,91.0,151,9494.39,4603.5,0.78,151,ACTIVATED
190,AW7641,OSL - CDG,2024-12-07 09:55:00,2024-12-07 13:30:00,2024-11-25,-13,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7697,AW4671,BUD - CDG,2024-12-07 10:10:00,2024-12-07 15:15:00,2024-11-25,-13,OPEN,2,186,168,R,56.0,105,6189.28,5158.18,0.62,105,DEACTIVATED
8530,AW7644,CDG - OSL,2024-12-07 11:35:00,2024-12-07 13:15:00,2024-11-25,-12,OPEN,2,189,187,K,96.0,134,7489.0,3148.74,0.72,134,ACTIVATED
8424,AW4635,VIE - CDG,2024-12-07 12:30:00,2024-12-07 14:40:00,2024-11-25,-12,OPEN,2,189,191,G,50.0,131,6302.0,3839.2,0.69,131,ACTIVATED
8531,AW7646,CDG - OSL,2024-12-07 12:45:00,2024-12-07 14:25:00,2024-11-25,-12,OPEN,2,189,190,X,74.0,134,7209.0,2868.74,0.71,134,ACTIVATED
7450,AW3280,CDG - TLL,2024-12-07 13:40:00,2024-12-07 19:20:00,2024-11-25,-12,OPEN,2,186,187,X,123.0,91,9052.1,3704.03,0.49,91,SCHEDULED
8487,AW7645,OSL - CDG,2024-12-07 13:55:00,2024-12-07 17:30:00,2024-11-25,-13,OPEN,2,189,189,R,72.0,133,5506.22,2499.09,0.7,133,ACTIVATED
105,AW3283,TLL - CDG,2024-12-07 14:45:00,2024-12-07 16:45:00,2024-11-25,-12,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8453,AW7647,OSL - CDG,2024-12-07 15:05:00,2024-12-07 18:40:00,2024-11-25,-13,OPEN,2,189,192,T,59.0,132,5107.0,2122.48,0.69,132,ACTIVATED
8135,AW7648,CDG - OSL,2024-12-07 16:20:00,2024-12-07 18:00:00,2024-11-25,-12,OPEN,2,189,187,T,56.0,122,6347.0,2395.42,0.65,122,ACTIVATED
7410,AW4638,CDG - VIE,2024-12-07 17:45:00,2024-12-07 19:55:00,2024-11-25,-12,OPEN,2,186,189,L,91.0,88,7731.0,4880.68,0.47,88,ACTIVATED
7591,AW7649,OSL - CDG,2024-12-07 18:40:00,2024-12-07 22:15:00,2024-11-25,-13,OPEN,2,189,189,A,33.0,100,3837.22,1576.22,0.53,100,ACTIVATED
7766,AW3281,TLL - CDG,2024-12-07 20:15:00,2024-12-07 22:15:00,2024-11-25,-12,OPEN,2,186,191,X,124.0,108,10402.0,7918.0,0.57,108,SCHEDULED
7475,AW4639,VIE - CDG,2024-12-07 20:40:00,2024-12-07 22:50:00,2024-11-25,-12,OPEN,2,186,188,N,44.0,92,3956.4,2226.8,0.49,92,ACTIVATED
8058,AW4630,CDG - VIE,2024-12-08 06:05:00,2024-12-08 08:15:00,2024-11-25,-13,OPEN,2,189,192,K,103.0,119,12549.39,8694.98,0.62,119,ACTIVATED
7476,AW4670,CDG - BUD,2024-12-08 06:45:00,2024-12-08 09:50:00,2024-11-25,-13,OPEN,2,189,187,G,46.0,92,4660.0,1680.12,0.49,92,SCHEDULED
8104,AW3280,CDG - TLL,2024-12-08 07:00:00,2024-12-08 12:40:00,2024-11-25,-13,OPEN,2,186,192,L,137.0,121,11895.0,4783.83,0.63,121,SCHEDULED
193,AW4634,CDG - VIE,2024-12-08 07:45:00,2024-12-08 09:55:00,2024-11-25,-13,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
8393,AW4631,VIE - CDG,2024-12-08 09:00:00,2024-12-08 11:10:00,2024-11-25,-13,OPEN,2,189,192,G,50.0,130,5729.0,3285.0,0.68,130,ACTIVATED
8236,AW4671,BUD - CDG,2024-12-08 10:35:00,2024-12-08 15:40:00,2024-11-25,-14,OPEN,2,189,188,T,49.0,125,6118.0,4890.5,0.66,125,DEACTIVATED
191,AW7642,CDG - OSL,2024-12-08 10:35:00,2024-12-08 12:15:00,2024-11-25,-13,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
194,AW4635,VIE - CDG,2024-12-08 10:40:00,2024-12-08 12:50:00,2024-11-25,-13,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9735,AW4636,CDG - VIE,2024-12-08 11:15:00,2024-12-08 13:25:00,2024-11-25,-13,OPEN,2,189,192,B,226.0,160,23620.78,18438.38,0.83,160,ACTIVATED
8727,AW7646,CDG - OSL,2024-12-08 11:35:00,2024-12-08 13:15:00,2024-11-25,-13,OPEN,2,189,192,V,109.0,139,8262.0,3759.79,0.72,139,ACTIVATED
308,AW7643,OSL - CDG,2024-12-08 12:55:00,2024-12-08 16:30:00,2024-11-25,-14,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
192,AW7644,CDG - OSL,2024-12-08 13:20:00,2024-12-08 15:00:00,2024-11-25,-13,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7551,AW3281,TLL - CDG,2024-12-08 13:35:00,2024-12-08 15:35:00,2024-11-25,-13,OPEN,2,186,189,X,124.0,98,10609.0,8355.0,0.52,98,SCHEDULED
9858,AW7647,OSL - CDG,2024-12-08 13:55:00,2024-12-08 17:30:00,2024-11-25,-14,OPEN,2,189,193,V,132.0,162,12242.61,8587.59,0.84,162,ACTIVATED
8566,AW4637,VIE - CDG,2024-12-08 14:10:00,2024-12-08 16:20:00,2024-11-25,-13,OPEN,2,189,192,G,50.0,135,7389.2,4851.2,0.7,135,ACTIVATED
7261,AW3288,CDG - TLL,2024-12-08 14:10:00,2024-12-08 19:50:00,2024-11-25,-13,OPEN,2,189,195,L,137.0,76,9200.02,4733.5,0.39,76,SCHEDULED
309,AW7645,OSL - CDG,2024-12-08 15:40:00,2024-12-08 19:15:00,2024-11-25,-14,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
9455,AW7648,CDG - OSL,2024-12-08 16:20:00,2024-12-08 18:00:00,2024-11-25,-13,OPEN,2,189,192,V,109.0,155,12190.0,7169.55,0.81,155,ACTIVATED
10226,AW4638,CDG - VIE,2024-12-08 16:30:00,2024-12-08 18:40:00,2024-11-25,-13,OPEN,2,189,192,S,270.0,167,29390.11,23980.98,0.87,167,ACTIVATED
9525,AW7649,OSL - CDG,2024-12-08 18:40:00,2024-12-08 22:15:00,2024-11-25,-14,OPEN,2,189,193,F,234.0,156,12535.05,9007.89,0.81,156,ACTIVATED
9645,AW4639,VIE - CDG,2024-12-08 19:25:00,2024-12-08 21:35:00,2024-11-25,-13,OPEN,2,189,192,X,77.0,158,10780.4,7810.0,0.82,158,ACTIVATED
8454,AW3289,TLL - CDG,2024-12-08 20:45:00,2024-12-08 22:45:00,2024-11-25,-13,OPEN,2,189,192,K,157.0,132,13904.0,10868.0,0.69,132,SCHEDULED
10000,AW4630,CDG - VIE,2024-12-09 06:05:00,2024-12-09 08:15:00,2024-11-25,-14,OPEN,2,189,188,M,166.0,164,15672.0,10360.04,0.87,164,ACTIVATED
8105,AW3280,CDG - TLL,2024-12-09 06:20:00,2024-12-09 12:00:00,2024-11-25,-14,OPEN,2,186,190,L,137.0,121,10313.57,3202.4,0.64,121,SCHEDULED
310,AW7640,CDG - OSL,2024-12-09 07:25:00,2024-12-09 09:05:00,2024-11-25,-14,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7739,AW4631,VIE - CDG,2024-12-09 09:00:00,2024-12-09 11:10:00,2024-11-25,-14,OPEN,2,189,188,A,39.0,107,5430.0,3418.4,0.57,107,ACTIVATED
392,AW7641,OSL - CDG,2024-12-09 09:45:00,2024-12-09 13:20:00,2024-11-25,-15,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
10987,AW4634,CDG - VIE,2024-12-09 10:25:00,2024-12-09 12:35:00,2024-11-25,-14,OPEN,2,189,191,Z,326.0,175,23867.39,18199.14,0.92,175,ACTIVATED
8872,AW7644,CDG - OSL,2024-12-09 11:35:00,2024-12-09 13:15:00,2024-11-25,-14,OPEN,2,189,193,X,74.0,143,8990.39,4358.62,0.74,143,ACTIVATED
8425,AW7646,CDG - OSL,2024-12-09 12:40:00,2024-12-09 14:20:00,2024-11-25,-14,OPEN,2,189,193,X,74.0,131,6802.0,2558.91,0.68,131,ACTIVATED
7984,AW3281,TLL - CDG,2024-12-09 12:55:00,2024-12-09 14:55:00,2024-11-25,-14,OPEN,2,186,191,X,124.0,117,10137.0,7446.0,0.61,117,SCHEDULED
